,COUNTRY,DIVISION,CATEGORY,SUB_CATEGORY,CHANNEL,A_2019_Q1,A_2019_Q2,A_2019_Q3,A_2019_Q4,A_2019_FY,A_2020_Q1,A_2020_Q2,A_2020_Q3,A_2020_Q4,A_2020_FY,BS_2021_Q1,BS_2021_Q2,BS_2021_Q3,BS_2021_Q4,BS_2022_Q1,BS_2022_Q2,BS_2022_Q3,BS_2022_Q4,LC_2021_Q1,LC_2021_Q2,LC_2021_Q3,LC_2021_Q4,LC_2022_Q1,LC_2022_Q2,LC_2022_Q3,LC_2022_Q4,RI_2021_Q1,RI_2021_Q2,RI_2021_Q3,RI_2021_Q4,RI_2022_Q1,RI_2022_Q2,RI_2022_Q3,RI_2022_Q4,BS_H1_2022_2021,BS_H2_2022_2021,BS_FY_2021_2020,BS_FY_2022_2019,BS_FY_2022_2021,LC_H1_2022_2021,LC_H2_2022_2021,LC_FY_2021_2020,LC_FY_2022_2019,LC_FY_2022_2021,RI_H1_2022_2021,RI_H2_2022_2021,RI_FY_2021_2020,RI_FY_2022_2019,RI_FY_2022_2021
21,Indonesia,BPC,Hair Care,Total,Total,311.19,320.29,330.93,333.03,1295.45,333.16,316.08,325.17,332.92,1307.33,330.06,342.83,352.82,361.34,362.69,364.85,368.53,363.08,330.06,342.83,335.12,335.05,331.55,333.99,339.35,334.39,330.06,342.83,338.55,330.01,340.37,348.93,352.77,352.03,8.122272839979683,2.4430172423608676,6.097402314333955,12.636061425260813,5.198145003959698,-1.0928987732516493,0.5347754226209034,2.731958132877077,3.3830547980258974,-0.28071148187127637,2.439366165117063,5.421321562476411,2.60910902548801,7.614997288280234,3.9255326642901656
22,Indonesia,BPC,Oral Care,Toothpaste,Indonesia General Trade,34.08,34.0,36.17,37.32,141.56,34.63,27.61,28.99,32.6,123.82,34.14,33.42,30.62,32.57,34.98,35.01,35.7,35.04,34.14,33.42,29.15,31.81,31.58,30.68,31.85,31.98,34.14,33.42,30.87,29.42,31.83,31.54,33.22,35.19,3.605880154875729,11.949024067393355,5.589483303012988,-0.5879604396799243,7.638065533886063,-7.832961136948368,4.708837754239803,3.7902120552392837,-10.92641132541241,-1.8839365515178508,-6.20129784179384,13.47485950678864,3.2489407193603714,-6.9101607782261265,3.0775862643883656
23,Indonesia,BPC,Oral Care,Toothpaste,Indonesia MT Hyper/Super,18.09,18.3,17.91,16.76,71.06,16.94,14.18,13.98,14.43,59.54,14.19,14.73,14.94,15.54,15.66,15.89,15.36,16.24,14.19,14.73,14.53,14.81,15.01,14.52,14.91,14.79,14.19,14.73,14.76,14.55,15.0,14.65,15.22,15.3,9.097330567788543,3.664560078914336,-0.23483796804832924,-11.133032509756458,6.30929491042469,2.100786502775809,1.2468464370657184,-2.1709336706099536,-16.659849515686588,1.6707813369157831,2.5210653188910914,4.173177580852538,-2.2163143956578035,-15.320541253547049,3.352612860153914
24,Indonesia,BPC,Oral Care,Toothpaste,Indonesia MT Independent,16.25,16.74,17.17,17.3,67.46,17.71,16.92,17.19,18.15,69.98,17.43,18.0,17.76,17.81,17.72,17.58,17.05,17.67,17.43,18.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3844259763371216,-2.383683696171013,1.4622411653718803,3.789203893929427,-1.3859407366306864,0.0,,-49.36458877830715,0.0,0.0,0.0,,-49.36458877830715,0.0,0.0
25,Indonesia,BPC,Oral Care,Toothpaste,Indonesia MT Key Account,36.82,41.54,40.67,41.78,160.8,41.22,41.19,41.29,40.43,164.13,35.89,40.24,41.5,41.31,39.95,41.33,40.56,40.48,35.89,40.24,40.7,41.78,39.74,41.47,41.68,41.18,35.89,40.24,41.52,41.4,38.52,40.54,40.38,39.99,6.777847743188281,-2.148819433257565,-3.158053118673676,0.9456860681570145,2.126588588467082,6.681201837879858,0.4692900827295565,-3.3663568005837363,2.0347233606415216,3.4508851492785153,3.848476531527112,-3.078645963105764,-3.093417013436006,-0.8560515381970335,0.23687153289895235
26,Indonesia,BPC,Oral Care,Toothpaste,Indonesia MT Minimarket,34.97,39.98,39.93,42.32,157.21,41.99,43.93,44.5,44.15,174.57,39.13,43.52,44.61,44.05,42.37,43.93,42.59,42.66,39.13,43.52,43.75,42.14,41.44,43.67,42.81,41.42,39.13,43.52,42.38,42.86,41.69,42.81,42.02,41.57,4.423684547615414,-3.8494456212269546,-1.8661210795130168,9.125179050031784,0.1417065086963598,2.9954107105784944,-1.9364657679594166,-3.4568524935729483,7.721079390354624,0.48198987986598496,2.2395717322224007,-1.9212440389104635,-3.830850933840435,6.924730715069205,0.12703963567741727
27,Indonesia,BPC,Oral Care,Toothpaste,Indonesia Modern Trade,53.06,58.28,57.84,59.08,228.27,58.94,58.11,58.48,58.58,234.11,53.32,58.24,59.55,59.11,57.47,59.08,57.91,58.23,53.32,58.24,56.72,59.09,56.24,57.81,57.69,58.78,53.32,58.24,57.18,58.82,57.41,59.29,58.58,57.58,4.468662112638655,-2.115335808053309,-1.6629444502949897,1.9377165888479153,1.0752322741736542,2.228459995446208,0.5751480187921931,-2.8790715754150265,0.986968317212189,1.3863659055786348,4.608184817129057,0.1317144757576827,-2.7947825915203284,2.011601810243646,2.3262452078298246
28,Indonesia,BPC,Oral Care,Toothpaste,Total,193.26,208.84,209.69,214.56,826.36,211.44,201.94,204.42,208.34,826.14,194.09,208.15,208.98,210.39,208.15,212.82,209.17,210.32,194.09,208.15,184.84,189.62,184.01,188.16,188.94,188.15,194.09,208.15,186.71,187.05,184.44,188.83,189.42,189.64,4.656797438261484,0.02784260178940734,-0.5482878809122793,1.7065056105442844,2.294037281448147,-7.475719338284703,0.7012923073058452,-5.98490372525352,-9.330620796797495,-3.5334165513933202,-7.202863891621747,1.4204204224057992,-6.0702154302428095,-8.958436416734717,-3.0494601043757785
29,Indonesia,BPC,Skin Care,Face Cleanser,Indonesia General Trade,6.27,6.46,7.17,7.06,26.96,6.84,4.09,3.97,5.43,20.33,6.3,6.3,5.3,7.81,8.12,8.24,8.27,8.47,6.3,6.3,4.27,5.92,6.26,5.54,6.56,6.6,6.3,6.3,5.55,4.39,5.86,5.98,6.24,6.78,29.943939617042513,27.710678754836813,26.42803821803752,22.78539644341757,28.805026897509876,-6.285500341019956,29.180498206702808,12.084509751449989,-7.394484116564348,9.577340014115565,-5.995029079855585,31.0163285095709,10.838337832183065,-7.795910837290753,10.32899764937618
30,Indonesia,BPC,Skin Care,Face Cleanser,Indonesia MT Hyper/Super,12.61,12.69,13.1,13.18,51.59,13.5,10.3,10.87,10.61,45.29,10.32,11.01,12.49,13.77,14.45,14.3,14.28,14.13,10.32,11.01,10.33,11.18,10.87,10.44,11.34,11.54,10.32,11.01,11.15,10.45,10.25,10.47,10.83,11.35,34.76294879627424,8.205923274117755,5.066148458773578,10.784015638705235,20.110914563046034,-0.11541922087979772,6.391638364790908,-5.408296693870307,-14.34336228490104,3.1516453986711657,-2.8414388906822796,2.729526105160751,-5.211115413144229,-16.819491521972385,-0.03859750729102718
31,Indonesia,BPC,Skin Care,Face Cleanser,Indonesia MT Independent,13.25,14.21,14.79,15.06,57.31,14.97,14.08,15.02,15.5,59.57,14.59,15.68,19.12,18.98,18.23,18.34,18.99,18.97,14.59,15.68,15.38,15.19,14.7,15.02,15.03,15.23,14.59,15.68,15.24,15.16,14.83,15.41,15.42,15.63,20.819643456090642,-0.36876692541951694,14.749325019083326,30.025616199640726,9.012557220423556,-1.8277141438421518,-1.020557623998386,2.1278596864702015,4.64682445562381,-1.422098197153776,-0.1010878092064127,2.15324400610426,1.8246496247241284,6.929806457793419,1.0284297249379737
32,Indonesia,BPC,Skin Care,Face Cleanser,Indonesia MT Key Account,38.99,41.47,40.32,41.5,162.28,43.46,38.39,43.21,41.3,166.37,39.16,45.51,52.97,54.94,54.12,53.73,53.81,53.73,39.16,45.51,42.57,43.24,42.89,42.89,43.81,43.97,39.16,45.51,43.05,42.55,42.56,43.19,43.55,45.39,27.379535764484753,-0.3460106341506064,15.75838530072513,32.72446503546493,11.842917383638207,1.3153421840216284,2.288620168098743,2.472623320830447,6.946881875034383,1.805264401747464,1.2838404982166596,3.8938977196288027,2.3451539600989113,7.643547064154288,2.596059367254133
33,Indonesia,BPC,Skin Care,Face Cleanser,Indonesia MT Minimarket,39.64,42.98,42.01,43.38,168.01,44.92,42.18,47.36,46.19,180.65,43.43,50.18,60.24,60.3,58.16,58.61,59.71,59.69,43.43,50.18,49.76,49.65,45.53,47.48,49.14,50.17,43.43,50.18,49.49,49.38,45.94,49.2,50.84,52.22,24.74493437955807,-0.9449388470920583,18.5353202189511,40.56387706186073,10.284427942079354,-0.6376349477388965,-0.10690860154900506,6.844788386299383,14.466964744625255,-0.3642788772606709,1.6519986913710927,4.243037929653726,6.541202356751485,17.976285587956966,2.982959782192851
34,Indonesia,BPC,Skin Care,Face Cleanser,Indonesia Modern Trade,52.25,55.68,55.11,56.56,219.6,58.42,52.47,58.24,56.81,225.94,53.75,61.18,72.87,73.8,71.97,71.42,71.92,71.93,53.75,61.18,58.29,59.41,57.27,58.27,58.64,59.17,53.75,61.18,59.27,58.97,57.61,59.24,60.08,62.1,24.760593523102536,-1.9246983615840207,15.786031703685644,30.804296916668417,9.798966068868964,0.5305208824534668,0.10205937621092787,2.9601114585959154,6.266661437657661,0.31374452850574386,1.6728412779186907,3.3401384596827066,3.1982931747449594,8.85327194764265,2.5182969120693066
35,Indonesia,BPC,Skin Care,Face Cleanser,Total,163.02,173.48,172.5,176.76,685.75,182.11,161.51,178.68,175.86,698.15,167.54,189.85,222.99,229.59,225.04,224.64,226.98,226.91,167.54,189.85,180.61,184.59,177.51,179.63,184.53,186.69,167.54,189.85,183.74,180.89,177.06,183.5,186.96,193.47,25.822774531929827,0.289487389817511,16.01685840175382,31.76336208381001,11.555752076040026,-0.06795236631790269,1.6468224136697351,3.5009477000834455,6.213780712047257,0.798702846231536,0.8853716958090674,4.3341114967802685,3.419731996344244,8.055484603680263,2.6270414453741564
36,Indonesia,BPC,Skin Care,Face Moisturizer,Indonesia General Trade,9.1,9.24,10.81,10.24,39.39,9.96,5.64,5.69,7.15,28.44,8.59,8.72,7.84,10.84,12.31,12.31,13.2,13.58,8.59,8.72,5.89,7.1,8.1,7.67,9.72,9.79,8.59,8.72,7.51,6.03,7.49,8.07,9.04,10.33,42.23470833768859,43.34269759009186,26.560900134682154,30.464066196316853,42.80991105261478,-8.908603965056262,50.22032037332587,6.528198754564363,-10.46290229254665,16.44086489804757,-10.055249408518208,43.072928379592135,8.493474521609334,-11.29320494709476,13.271398972343906
37,Indonesia,BPC,Skin Care,Face Moisturizer,Indonesia MT Hyper/Super,7.52,7.53,8.2,8.14,31.39,7.45,5.18,5.99,5.76,24.38,5.52,6.02,7.9,9.93,8.71,8.62,8.8,8.82,5.52,6.02,5.83,6.57,6.15,5.91,6.76,6.76,5.52,6.02,6.4,5.91,5.57,5.58,6.19,6.7,50.05424659711959,-1.210550907661223,20.53235341245998,11.326207655807075,18.936643471542315,4.442677016850927,8.99769331042597,-1.7627128490757982,-18.5237652993841,6.8012877193099674,-3.4599982728985568,4.650351506046313,-2.111209864312824,-23.431316375151866,0.7256594131025418
38,Indonesia,BPC,Skin Care,Face Moisturizer,Indonesia MT Independent,7.75,8.34,9.14,8.8,34.02,8.03,7.06,7.95,7.99,31.03,7.29,8.06,10.79,12.8,10.95,10.85,11.44,11.18,7.29,8.06,7.87,8.64,8.14,8.1,8.86,8.8,7.29,8.06,8.19,8.37,7.93,8.29,9.03,8.86,42.03008611999317,-4.123454748976918,25.481954985337275,30.55911634760129,14.067832506474431,5.786013757655373,7.013180822330201,2.6361513565604344,-0.3691513064299268,6.421832981962328,5.669446173370396,8.0617456524277,2.8010807395413506,0.24944264900805813,6.910792761835816
39,Indonesia,BPC,Skin Care,Face Moisturizer,Indonesia MT Key Account,13.41,14.59,16.52,15.89,60.41,15.18,12.49,14.32,14.31,56.3,12.99,15.27,19.58,23.61,20.06,20.62,21.58,21.01,12.99,15.27,14.21,15.98,15.02,14.85,16.34,16.4,12.99,15.27,15.5,15.13,14.27,15.05,16.24,16.44,43.929987909084446,-1.4079076412719327,26.918949567197338,37.843293617929,16.523568761322238,5.67470528462346,8.441976781837667,3.8134873787594836,3.6345305405816264,7.103905807755795,3.721795063973432,6.699007016830794,4.592620801052805,2.624644917883301,5.270146390332697
40,Indonesia,BPC,Skin Care,Face Moisturizer,Indonesia MT Minimarket,13.63,15.4,17.46,16.55,63.04,15.77,14.37,16.28,16.53,62.96,14.76,17.31,22.42,26.61,22.17,22.22,23.44,22.67,14.76,17.31,16.48,17.77,15.91,16.71,18.1,18.16,14.76,17.31,17.07,17.55,16.63,17.82,18.32,18.67,38.44288464989221,-5.947690465945965,28.801005145669322,43.56787557164883,11.604402123834268,1.7534502840297561,5.896366618121585,5.321016880488227,9.284421408645205,3.893055040324711,7.4591208814301035,6.843229740645973,5.920592680034642,13.340765469434078,7.139358738280355
41,Indonesia,BPC,Skin Care,Face Moisturizer,Indonesia Modern Trade,21.15,22.93,25.66,24.69,94.43,23.21,19.55,22.28,22.3,87.34,20.28,23.33,30.46,36.53,30.91,31.38,32.94,32.12,20.28,23.33,22.31,24.71,22.07,23.01,25.44,24.77,20.28,23.33,23.18,23.96,22.09,23.71,25.81,25.71,42.81836681650544,-2.886771318837267,26.64124188940471,34.85588417896419,15.134812975528034,3.371347548881598,6.7895376915677375,3.774550930742415,0.9175172228039985,5.144755265146506,5.010645100024225,9.288237583997883,3.919518698525848,3.0653855394568996,7.232794839412038
42,Indonesia,BPC,Skin Care,Face Moisturizer,Total,72.56,78.02,87.8,84.3,322.69,79.6,64.29,72.52,74.04,290.45,69.43,78.71,99.0,120.33,105.1,106.0,111.4,109.38,69.43,78.71,72.58,80.76,75.39,76.24,85.22,84.68,69.43,78.71,77.85,76.96,73.98,78.52,84.64,86.72,42.49761737057658,0.6614031203322046,26.518749845040766,33.83871740193807,17.527055282909743,2.359830035928745,10.79603365052999,3.8004934804013457,-0.35571642397591585,6.650759218213476,2.942726907193993,10.685052423943176,4.305860364714786,0.3626264521881639,6.8991591247112405
43,Indonesia,BPC,Skin Care,Hand & Body,Indonesia General Trade,8.41,8.12,9.63,9.05,35.21,8.03,4.95,5.21,6.83,25.01,6.87,6.88,6.52,7.71,8.02,7.91,8.79,9.22,6.87,6.88,5.6,6.42,6.35,5.99,6.45,6.58,6.87,6.88,6.15,5.97,6.41,6.33,6.39,7.12,15.928621015546085,26.577269765010225,11.841529569078046,-3.576139420071678,21.344352883083406,-10.266259805023969,8.524779208982958,2.984021447291152,-27.93045439211912,-1.5036607851188766,-7.377015164618417,11.468131156199002,3.4156160498933996,-25.45612609704815,1.4527882547280546
44,Indonesia,BPC,Skin Care,Hand & Body,Indonesia MT Hyper/Super,8.49,8.61,10.32,10.1,37.53,8.93,6.85,8.06,7.92,31.77,7.41,7.57,8.82,9.68,9.39,9.64,10.96,11.15,7.41,7.57,7.58,8.19,7.41,7.36,7.82,8.15,7.41,7.57,7.84,7.71,7.48,7.54,7.75,8.0,27.099746798563906,19.493913372299332,5.414045314617044,9.663499032803413,22.895991000946793,-1.384169145899694,1.3252877131681329,-3.2209343757525377,-18.072445651970128,0.00521849281471809,0.2908208522867328,1.3322237890062594,-3.91303692011582,-17.994650039901494,0.8211892895013451
45,Indonesia,BPC,Skin Care,Hand & Body,Indonesia MT Independent,9.47,10.05,12.17,11.41,43.09,10.0,9.3,11.05,10.77,41.13,9.85,10.52,12.92,13.25,12.11,12.43,14.46,14.15,9.85,10.52,10.66,10.86,9.98,10.02,11.66,11.06,9.85,10.52,11.12,10.66,10.09,10.35,11.87,11.46,20.505264649848254,9.3153314285934,13.155734860393187,23.349336324142243,14.21229271954083,-1.7898197737782895,5.549990317145648,1.8477412108207858,-0.8667526515027113,1.9812974958302698,0.39573438955178286,7.084071801690994,2.478299586228272,1.5768554954359582,3.8521413297765816
46,Indonesia,BPC,Skin Care,Hand & Body,Indonesia MT Key Account,17.43,18.87,23.27,21.92,81.5,19.22,17.53,19.04,20.59,76.38,17.32,19.7,22.86,25.83,21.91,23.24,28.66,27.61,17.32,19.7,18.51,21.61,18.08,19.13,22.3,21.88,17.32,19.7,18.78,19.97,18.23,20.66,22.84,22.99,21.93575167285036,15.560503145039984,12.226839330717487,24.431009592719132,18.314283341498914,0.4958092422422622,10.133373957489077,0.9993738261067975,-0.13864761743471732,5.507673450139072,5.02165242269812,18.261459782372214,-0.7910385372939643,3.9338055010404105,11.79212468112616
47,Indonesia,BPC,Skin Care,Hand & Body,Indonesia MT Minimarket,18.41,20.31,25.11,23.23,87.07,20.29,19.99,22.03,23.44,85.74,19.76,22.65,27.06,29.0,24.52,25.92,31.94,30.39,19.76,22.65,22.88,23.75,19.82,22.36,25.08,23.28,19.76,22.65,23.06,23.64,20.72,24.03,25.79,24.52,18.948440295665424,11.16079292266079,14.858804363358335,29.524575645502704,14.514782701606777,-0.5654224775769268,3.7285744674811605,3.8497621638581947,3.9874627744197255,1.6831852015110282,5.493625177589356,7.719015254135964,3.941590694083974,9.173423953725312,6.659916308082625
48,Indonesia,BPC,Skin Care,Hand & Body,Indonesia Modern Trade,26.91,28.92,35.44,33.33,124.59,29.22,26.83,30.09,31.36,117.51,27.17,30.22,35.65,38.92,34.19,35.55,42.71,41.4,27.17,30.22,29.91,33.0,28.95,29.2,33.93,33.46,27.17,30.22,31.4,31.14,28.85,30.44,34.77,34.09,21.505255550891157,12.805824105147101,12.299924685758024,23.48095973958495,16.589371797619812,1.3086338913384399,7.139108540669525,2.373393924531597,0.7562760566533822,4.357444876027627,3.308345424221737,10.104605561425451,2.0639663573219336,2.8532614458594896,6.8523447971840845
49,Indonesia,BPC,Skin Care,Hand & Body,Total,89.13,94.88,115.95,109.03,408.99,95.68,85.45,95.48,100.91,377.53,88.38,97.54,113.84,124.39,110.14,114.7,137.51,133.93,88.38,97.54,95.13,103.82,90.58,94.05,107.24,104.42,88.38,97.54,98.34,99.1,91.77,99.35,109.41,108.17,20.936553075304577,13.94033980150624,12.349705758017349,21.346005633268717,17.007025068466454,-0.6929908255465134,6.394618839900135,1.9431570695303435,-3.1022988608502944,2.970728721290139,2.7957758311948133,10.20092909938679,1.5445308327899365,-0.07033175756872012,6.609596560821407
50,Indonesia,BPC,Skin Care,Total,Total,324.7,346.38,376.25,370.1,1417.43,357.39,311.24,346.69,350.81,1366.13,325.35,366.1,435.83,474.32,440.29,445.33,475.89,470.22,325.35,366.1,348.32,369.17,343.49,349.93,376.99,375.79,325.35,366.1,359.94,356.95,342.81,361.37,381.01,388.37,28.08145785693914,3.9522487672784212,17.236217144229983,29.22998583052219,14.369480578793548,0.28412632516987557,4.918695590796607,3.1341380562005305,2.0301128054351247,2.6442373252711704,1.8398299428122877,7.3214050614959225,3.0899175764389497,3.959517197374951,4.630116807490903
51,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Indonesia General Trade,56.52,56.78,59.78,61.54,234.63,59.19,49.7,50.92,55.96,215.76,58.49,60.67,54.16,63.25,62.64,63.34,63.89,65.32,58.49,60.67,50.83,57.93,57.26,56.3,58.14,59.31,58.49,60.67,61.05,57.32,63.53,63.37,65.07,67.07,5.727720776803191,10.053533950710136,9.647627966809157,8.768841331126808,7.8746258013627335,-4.698734114064774,7.991777545651946,5.63745295828908,-1.5405774534972383,1.3569197921692533,6.49889083902413,11.63071127428299,10.093945089196499,10.407897819826339,9.056297072419127
52,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Indonesia MT Hyper/Super,10.42,10.36,10.0,10.09,40.87,9.88,9.51,8.85,8.91,37.15,8.48,8.46,8.93,9.06,9.28,9.1,9.38,9.46,8.48,8.46,8.51,8.46,8.54,8.33,8.43,8.56,8.48,8.46,12.82,12.79,13.1,13.49,13.3,13.23,8.568480509755695,4.711586340686735,-5.989741356888667,-8.913986601598822,6.581668950583075,-0.364317997983421,0.053162706252729564,-8.71352321076737,-17.14372725483252,-0.1552999554294665,57.02331502360878,3.5912250410056634,14.523046550218165,29.98828404156002,24.858291398874634
53,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Indonesia MT Independent,14.75,15.3,15.15,16.06,61.25,15.69,16.95,16.12,16.49,65.25,15.4,16.54,17.04,17.24,16.72,16.48,16.3,16.61,15.4,16.54,16.04,16.25,15.56,15.9,15.83,16.08,15.4,16.54,15.86,15.59,16.12,16.26,16.2,16.18,3.9568830509943975,-3.9957292140024414,1.4681703074025165,7.918868697228265,-0.15988549689593956,-1.499702881392384,-1.1505466505596584,-1.5837331449404135,3.45229143153154,-1.3241802764086485,1.3936687057673147,2.927177782207946,-2.8548281223181315,5.716214629412697,2.1545931684121777
54,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Indonesia MT Key Account,16.47,16.92,16.56,16.71,66.65,16.56,17.55,16.67,15.76,66.54,14.47,15.11,15.92,15.68,16.57,16.63,16.47,16.55,14.47,15.11,14.99,15.28,15.12,14.35,14.73,15.44,14.47,15.11,20.37,20.44,20.26,21.42,21.21,21.16,12.25656390566563,4.4955780913320975,-8.046730784248679,-0.6308557411392135,8.248093176936777,-0.38754374274456715,-0.303462797959797,-10.053901284898503,-10.515989368500145,-0.34502398886054886,40.886739491800725,3.860307823112197,5.78283805821207,26.114583985710162,19.422449936580442
55,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Indonesia MT Minimarket,20.8,21.86,21.71,22.67,87.04,22.37,24.99,23.95,23.34,94.64,21.4,23.19,23.95,23.62,23.66,23.75,23.0,23.29,21.4,23.19,23.11,22.12,21.72,21.92,22.21,22.49,21.4,23.19,21.35,21.93,21.54,22.04,21.77,21.73,6.353052899940126,-2.682106408637397,-2.6262690862254856,7.666581855119103,1.6891394273016225,-2.1244046844173137,-1.158777598787919,-5.106455973929657,1.4910731349202067,-1.6381621122782963,-2.244171878581558,0.51235250398185,-7.1623871127798555,0.051048165824374436,-0.8864264875566352
56,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Indonesia Modern Trade,31.21,32.21,31.71,32.77,127.9,32.24,34.5,32.8,32.25,131.79,29.87,31.65,32.57,32.43,33.02,32.31,31.78,32.08,29.87,31.65,31.03,30.19,31.1,30.55,30.53,30.4,29.87,31.65,31.87,31.45,32.62,33.08,32.64,32.4,6.184361389323234,-1.7444646963372334,-4.000463355108941,1.0039523511233162,2.110886802101719,0.2198338772520403,-0.46574069521837513,-6.866131315909185,-4.153973082863127,-0.12212635318572529,6.795559749859681,2.7187588650720684,-5.271928174390073,2.2203597017428134,4.727689898050391
57,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Bar,Total,150.17,153.42,154.92,159.84,618.34,155.92,153.19,149.31,152.71,611.13,148.11,155.61,152.57,161.28,161.9,161.62,160.82,163.32,148.11,155.61,144.5,150.24,149.31,147.34,149.87,152.29,148.11,155.61,163.33,159.51,167.18,169.66,170.19,171.78,6.5201076001719205,3.279631504779301,1.053259618835245,4.741520016195633,4.873295065330074,-2.3266116692588934,2.520400961004876,-2.0745714588622732,-3.158434602945659,0.06050455516908304,10.905048737034996,5.924485373772592,2.525200336615252,9.77870508717993,8.338756221738365
58,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Indonesia General Trade,4.74,4.95,5.34,5.35,20.39,5.72,4.63,5.26,6.5,22.12,6.88,7.57,6.1,6.6,7.29,6.57,6.47,6.59,6.88,7.57,5.61,6.02,6.73,7.24,5.95,6.01,6.88,7.57,7.35,7.4,7.39,7.71,7.75,7.83,-4.13658719541965,2.837101962394084,22.77320771331075,32.03513617173979,-0.8739697166611715,-3.3329303800050725,2.720618275855835,17.95497720535959,27.162580561685612,-0.6323861498468974,4.46329328064663,5.653042765060046,32.011181680807255,50.47479370234691,5.064219221003463
59,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Indonesia MT Hyper/Super,21.16,21.27,22.54,22.22,87.18,23.05,22.0,21.7,21.76,88.52,20.64,21.93,22.58,22.97,22.42,22.15,22.65,22.84,20.64,21.93,21.38,21.2,21.08,21.4,21.7,21.62,20.64,21.93,21.14,21.08,21.42,22.05,22.05,21.98,4.679858245326862,-0.13561265830098757,-0.44113264793074203,3.2974555434968966,2.1908752885601457,-0.23583959154015455,1.738093540368335,-3.7943588258245065,-1.5879477331464775,0.7511918582661758,2.110956799187935,4.290151852493329,-4.203722478954342,0.3711567655758863,3.195970115050062
60,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Indonesia MT Independent,14.59,15.36,16.1,16.19,62.25,16.74,19.47,18.37,18.72,73.3,17.83,19.08,19.96,20.52,18.67,17.77,18.25,18.71,17.83,19.08,18.71,18.5,17.62,18.6,18.93,18.4,17.83,19.08,17.94,18.63,18.84,19.19,19.06,19.08,-1.2818144740915915,-8.710059657883251,5.591047523950476,17.913845121335402,-5.167456524536195,-1.8744992561283702,0.3014481861859375,1.1212634169138536,18.144250760829927,-0.7821525336836443,3.02131138046815,4.254561003460511,0.2568069364260239,22.349197380183682,3.635119224676253
61,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Indonesia MT Key Account,40.35,43.07,46.52,47.66,177.6,49.28,54.79,53.03,55.58,212.68,52.09,55.71,57.3,57.54,52.62,51.47,51.84,52.36,52.09,55.71,53.88,52.15,50.84,53.43,52.92,52.51,52.09,55.71,45.8,46.09,48.28,47.88,47.7,48.01,-3.436894099843879,-9.263573940536396,4.683196456172345,17.282347872298875,-6.442415110868016,-3.27181434594227,-0.5619951049383953,0.5354497668504488,18.070174237366565,-1.9281641916126802,-10.796057684740756,4.152191652495474,-6.107003576510128,8.03277929695394,-3.9171943629297545
62,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Indonesia MT Minimarket,33.79,37.16,40.08,41.64,152.67,42.97,52.26,49.7,52.53,197.46,49.28,52.86,54.63,55.54,49.23,47.22,47.39,48.22,49.28,52.86,51.57,50.85,47.51,51.16,50.35,49.64,49.28,52.86,54.89,56.61,59.08,58.9,58.45,58.22,-5.566569831231282,-13.208434517281297,7.51403351803559,25.8045541359067,-9.532089645055352,-3.395412639572448,-2.3650988171628806,3.589680238691595,30.12593863537052,-2.879539244970153,15.508867564252181,4.6389955681720885,8.185617154845449,53.6915961240622,9.835807016091302
63,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Indonesia Modern Trade,54.94,58.44,62.62,63.85,239.85,66.02,74.26,71.4,74.29,285.98,69.92,74.79,76.73,78.17,71.53,69.16,69.87,71.2,69.92,74.79,71.55,69.24,65.96,70.76,69.78,69.11,69.92,74.79,64.18,67.43,67.86,68.31,68.01,69.41,-2.7799093122263696,-8.926337980374965,4.765166141944732,17.47225966941881,-5.957624637848735,-5.522386866621987,-1.3588899446332126,-0.1656545213307492,14.905503735532989,-3.4691724448429495,-5.901212095444308,4.415617681113826,-3.3793355054116625,14.065732161364464,-0.9874271313305871
64,Indonesia,BPC,Skin Cleansing,Skin Cleansing-Liquid,Total,169.58,180.26,193.19,196.91,739.94,203.79,227.42,219.47,229.38,880.06,216.64,231.94,237.31,241.34,221.75,214.33,216.48,219.92,216.64,231.94,222.71,217.96,209.73,222.59,219.62,217.28,216.64,231.94,211.31,217.23,222.87,224.04,223.01,224.53,-2.784670066886308,-8.825769042607302,5.359854622978877,17.914118168379932,-5.90316896974723,-3.6248176330419213,-0.8538193714911158,1.0440072800141698,17.4723474851475,-2.2516491693407414,-0.3742527356574099,4.433723148360524,-0.3342508728564786,20.879998226526574,1.974800044572178
